layer_id,module_name,cout_channel,bias_int,bias_bits_needed,shift,sx,sw,sy,real_multiplier,pow2_multiplier,relative_error,relu_en,rounding_en
2,conv2.0.0,0,13,5,9,0.0737324208021164,0.0036932905204594135,0.13493476808071136,0.0020181251627904777,0.001953125,0.03220819203334318,True,True
2,conv2.0.0,1,2430,13,9,0.0737324208021164,0.0026332365814596415,0.13493476808071136,0.0014388797672929988,0.001953125,0.35739277484905074,True,True
2,conv2.0.0,2,1753,12,9,0.0737324208021164,0.002894740318879485,0.13493476808071136,0.0015817732845311426,0.001953125,0.23476924228046414,True,True
2,conv2.0.0,3,532,11,8,0.0737324208021164,0.005698083434253931,0.13493476808071136,0.003113604384665901,0.00390625,0.25457492905578377,True,True
2,conv2.0.0,4,2277,13,9,0.0737324208021164,0.004239913076162338,0.13493476808071136,0.002316816188611996,0.001953125,0.15697887057232768,True,True
2,conv2.0.0,5,-959,11,10,0.0737324208021164,0.0018294078763574362,0.13493476808071136,0.000999643555748434,0.0009765625,0.023089285791627154,True,True
2,conv2.0.0,6,3540,13,8,0.0737324208021164,0.00558569235727191,0.13493476808071136,0.0030521905155770634,0.00390625,0.2798185369046216,True,True
2,conv2.0.0,7,1443,12,9,0.0737324208021164,0.003472487675026059,0.13493476808071136,0.0018974718386297344,0.001953125,0.0293301646102193,True,True
2,conv2.0.0,8,3201,13,9,0.0737324208021164,0.003941303119063377,0.13493476808071136,0.002153646715497751,0.001953125,0.09310798937206666,True,True
2,conv2.0.0,9,-422,10,9,0.0737324208021164,0.0029658644925802946,0.13493476808071136,0.001620637674925871,0.001953125,0.20515833379557666,True,True
2,conv2.0.0,10,-264,10,10,0.0737324208021164,0.0020183920860290527,0.13493476808071136,0.0011029102191196434,0.0009765625,0.114558480762374,True,True
2,conv2.0.0,11,85,8,9,0.0737324208021164,0.0031294964719563723,0.13493476808071136,0.0017100511161882706,0.001953125,0.14214422101810895,True,True
2,conv2.0.0,12,493,10,10,0.0737324208021164,0.0014146915636956692,0.13493476808071136,0.000773030073444235,0.0009765625,0.2632917315220692,True,True
2,conv2.0.0,13,-1256,12,10,0.0737324208021164,0.002140806056559086,0.13493476808071136,0.0011698008990797515,0.0009765625,0.16518913537488866,True,True
2,conv2.0.0,14,551,11,9,0.0737324208021164,0.004482281859964132,0.13493476808071136,0.002449253790949459,0.001953125,0.2025632430509104,True,True
2,conv2.0.0,15,-1124,12,10,0.0737324208021164,0.0017511778278276324,0.13493476808071136,0.0009568963013557093,0.0009765625,0.020552068825460033,True,True
2,conv2.0.0,16,-808,11,9,0.0737324208021164,0.002965841442346573,0.13493476808071136,0.0016206250795840142,0.001953125,0.20516770016994473,True,True
2,conv2.0.0,17,3189,13,9,0.0737324208021164,0.004234175197780132,0.13493476808071136,0.002313680839069355,0.001953125,0.15583646325842568,True,True
2,conv2.0.0,18,3557,13,9,0.0737324208021164,0.0044046132825315,0.13493476808071136,0.0024068133412727738,0.001953125,0.1885016729352405,True,True
2,conv2.0.0,19,-814,11,10,0.0737324208021164,0.002456049667671323,0.13493476808071136,0.0013420595016646907,0.0009765625,0.27234038521490905,True,True
2,conv2.0.0,20,656,11,9,0.0737324208021164,0.0047415695153176785,0.13493476808071136,0.002590936374209886,0.001953125,0.24617021882846835,True,True
2,conv2.0.0,21,637,11,9,0.0737324208021164,0.0035214547533541918,0.13493476808071136,0.0019242289248580997,0.001953125,0.015016963298185143,True,True
2,conv2.0.0,22,136,9,9,0.0737324208021164,0.004047415219247341,0.13493476808071136,0.002211629562574499,0.001953125,0.1168842047280199,True,True
2,conv2.0.0,23,99,8,10,0.0737324208021164,0.0022992610465735197,0.13493476808071136,0.0012563854774513617,0.0009765625,0.22272063986205576,True,True
2,conv2.0.0,24,-963,11,10,0.0737324208021164,0.0017323080683127046,0.13493476808071136,0.0009465852964992206,0.0009765625,0.03166878210727004,True,True
2,conv2.0.0,25,884,11,9,0.0737324208021164,0.0031254454515874386,0.13493476808071136,0.0017078375166633393,0.001953125,0.1436246018391066,True,True
2,conv2.0.0,26,823,11,9,0.0737324208021164,0.002538688713684678,0.13493476808071136,0.0013872159650581545,0.001953125,0.40794587807250443,True,True
2,conv2.0.0,27,1240,12,10,0.0737324208021164,0.002435035537928343,0.13493476808071136,0.0013305767483384843,0.0009765625,0.26606075055839384,True,True
2,conv2.0.0,28,-1705,12,10,0.0737324208021164,0.0021563733462244272,0.13493476808071136,0.00117830733495747,0.0009765625,0.17121580166073713,True,True
2,conv2.0.0,29,3902,13,9,0.0737324208021164,0.003350544488057494,0.13493476808071136,0.0018308384089851279,0.001953125,0.06679267291680763,True,True
2,conv2.0.0,30,-1198,12,10,0.0737324208021164,0.0024008648470044136,0.13493476808071136,0.0013119048537768457,0.0009765625,0.2556148434175145,True,True
2,conv2.0.0,31,-419,10,10,0.0737324208021164,0.0018288999563083053,0.13493476808071136,0.0009993660129377186,0.0009765625,0.022817979241345036,True,True
