frame_id,n_blocks,n_le_limit,coverage,reshape_frac,mean_nb,p95_nb,max_nb
000000,757,723,0.9550858652575958,0.04491413474240423,29.750330250990753,119.79999999999973,385
000001,1175,1170,0.9957446808510638,0.00425531914893617,19.188936170212767,52.299999999999955,214
000002,689,653,0.9477503628447025,0.05224963715529753,34.54136429608128,134.60000000000002,303
000003,752,719,0.9561170212765957,0.043882978723404256,30.02127659574468,114.0,304
000004,1145,1144,0.9991266375545852,0.0008733624454148472,18.607860262008735,46.0,143
000005,1057,1051,0.9943235572374646,0.005676442762535478,19.771996215704824,52.399999999999864,179
000006,1212,1196,0.9867986798679867,0.013201320132013201,20.493399339933994,48.0,222
000007,1267,1265,0.9984214680347278,0.0015785319652722968,16.93054459352802,42.700000000000045,163
000008,848,838,0.9882075471698113,0.01179245283018868,23.162735849056602,76.0,213
000009,1142,1140,0.9982486865148862,0.0017513134851138354,18.13134851138354,40.950000000000045,169
000010,1064,1057,0.993421052631579,0.006578947368421052,18.56766917293233,45.0,181
000011,1111,1099,0.9891989198919892,0.010801080108010801,21.093609360936092,50.5,244
000012,1084,1080,0.996309963099631,0.0036900369003690036,17.632841328413285,40.0,205
000013,1298,1294,0.9969183359013868,0.0030816640986132513,16.18104776579353,51.149999999999864,182
000014,1205,1201,0.9966804979253112,0.0033195020746887966,17.34356846473029,53.0,214
000015,1028,1013,0.9854085603112841,0.014591439688715954,20.775291828793776,64.0,230
000016,1105,1098,0.9936651583710407,0.006334841628959276,20.266968325791854,49.799999999999955,184
000017,1195,1193,0.998326359832636,0.0016736401673640166,17.74225941422594,38.0,150
000018,1142,1140,0.9982486865148862,0.0017513134851138354,17.010507880910684,42.950000000000045,158
000019,768,745,0.9700520833333334,0.029947916666666668,27.229166666666668,99.0,323
000020,815,781,0.9582822085889571,0.04171779141104295,29.750920245398774,116.59999999999991,321
000021,952,931,0.9779411764705882,0.022058823529411766,24.79201680672269,70.0,391
000022,887,868,0.9785794813979707,0.02142051860202931,23.959413754227732,74.69999999999993,248
000023,1171,1168,0.9974380871050385,0.0025619128949615714,19.290350128095646,51.0,276
000024,1018,1009,0.9911591355599214,0.008840864440078585,22.81434184675835,69.0,265
000025,803,789,0.9825653798256538,0.017434620174346202,25.00498132004981,87.79999999999995,218
000026,806,785,0.9739454094292804,0.026054590570719603,26.79528535980149,80.5,375
000027,746,737,0.9879356568364611,0.012064343163538873,22.993297587131366,56.75,345
000028,770,739,0.9597402597402598,0.04025974025974026,29.332467532467533,117.09999999999991,409
000029,759,726,0.9565217391304348,0.043478260869565216,31.508563899868246,111.10000000000002,340
000030,653,633,0.9693721286370597,0.030627871362940276,32.93568147013782,113.39999999999998,270
000031,981,963,0.981651376146789,0.01834862385321101,22.90112130479103,69.0,317
000032,1010,999,0.9891089108910891,0.01089108910891089,23.12277227722772,69.09999999999991,302
000033,1036,1036,1.0,0.0,17.964285714285715,41.0,81
000034,1159,1158,0.999137187230371,0.0008628127696289905,20.190681622088007,55.0,159
000035,1270,1261,0.9929133858267717,0.007086614173228346,19.224409448818896,53.549999999999955,254
000036,1102,1099,0.9972776769509982,0.0027223230490018148,15.805807622504537,37.0,150
000037,801,797,0.9950062421972534,0.004993757802746567,24.76279650436954,73.0,191
000038,1100,1093,0.9936363636363637,0.006363636363636364,18.01090909090909,46.0,219
000039,742,717,0.9663072776280324,0.03369272237196765,30.99865229110512,111.0,313
000040,1074,1065,0.9916201117318436,0.008379888268156424,21.189013035381752,55.0,342
000041,1242,1238,0.9967793880837359,0.00322061191626409,18.912238325281802,47.950000000000045,173
000042,1146,1132,0.987783595113438,0.012216404886561954,20.595113438045374,51.0,325
000043,1056,1038,0.9829545454545454,0.017045454545454544,23.948863636363637,78.25,307
000044,1326,1321,0.9962292609351433,0.003770739064856712,16.36651583710407,52.0,203
000045,1137,1135,0.9982409850483729,0.001759014951627089,19.065963060686016,46.0,146
000046,1005,993,0.9880597014925373,0.011940298507462687,21.856716417910448,63.59999999999991,226
000047,947,940,0.9926082365364308,0.007391763463569166,23.32312565997888,69.69999999999993,315
000048,1075,1055,0.9813953488372092,0.018604651162790697,21.431627906976743,68.29999999999995,314
000049,942,926,0.9830148619957537,0.016985138004246284,22.264331210191084,61.0,213
000050,788,760,0.9644670050761421,0.03553299492385787,29.926395939086294,86.0,471
000051,1180,1178,0.9983050847457627,0.001694915254237288,17.56271186440678,40.0,200
000052,1060,1048,0.9886792452830189,0.011320754716981131,20.435849056603775,54.0,317
000053,840,827,0.9845238095238096,0.015476190476190477,21.96785714285714,66.04999999999995,223
000054,773,741,0.9586028460543338,0.04139715394566624,29.1875808538163,119.39999999999998,305
000055,1257,1255,0.9984089101034208,0.0015910898965791568,17.401750198886237,45.200000000000045,191
000056,1362,1362,1.0,0.0,15.039647577092511,45.0,125
000057,762,740,0.9711286089238845,0.028871391076115485,28.85170603674541,108.89999999999986,311
000058,786,755,0.960559796437659,0.039440203562340966,28.74936386768448,115.75,396
000059,1250,1250,1.0,0.0,16.9392,41.0,101
000060,1286,1283,0.9976671850699844,0.0023328149300155523,17.649300155520994,46.0,177
000061,850,834,0.9811764705882353,0.018823529411764704,24.478823529411766,76.0,294
000062,770,749,0.9727272727272728,0.02727272727272727,27.01038961038961,87.54999999999995,406
000063,811,793,0.9778051787916153,0.02219482120838471,27.307028360049323,85.5,442
000064,1121,1113,0.9928635147190009,0.007136485280999108,18.76806422836753,40.0,260
000065,739,714,0.9661705006765899,0.03382949932341001,28.997293640054128,95.40000000000009,365
000066,843,827,0.9810201660735468,0.018979833926453145,25.716488730723608,80.79999999999995,258
000067,1089,1082,0.9935720844811754,0.006427915518824609,20.47107438016529,50.0,216
000068,914,904,0.9890590809628009,0.010940919037199124,21.973741794310722,70.0,221
000069,1214,1211,0.9975288303130149,0.002471169686985173,19.25205930807249,45.0,152
000070,770,738,0.9584415584415584,0.04155844155844156,29.320779220779222,121.54999999999995,393
000071,1228,1226,0.998371335504886,0.0016286644951140066,19.434039087947884,47.0,330
000072,1357,1356,0.9992630803242447,0.0007369196757553427,15.94767870302137,43.0,204
000073,918,896,0.9760348583877996,0.023965141612200435,24.913943355119827,77.0,265
000074,1022,994,0.9726027397260274,0.0273972602739726,23.009784735812133,76.89999999999986,337
000075,878,866,0.9863325740318907,0.01366742596810934,25.408883826879272,80.0,338
000076,928,905,0.9752155172413793,0.02478448275862069,25.060344827586206,90.0,428
000077,851,828,0.972972972972973,0.02702702702702703,25.863689776733256,85.0,264
000078,811,793,0.9778051787916153,0.02219482120838471,26.605425400739826,90.5,386
000079,1098,1091,0.9936247723132969,0.006375227686703097,20.098360655737704,51.0,234
000080,1357,1354,0.997789240972734,0.002210759027266028,16.17243920412675,40.0,164
000081,1054,1048,0.9943074003795066,0.0056925996204933585,20.669829222011384,51.0,261
000082,1224,1219,0.9959150326797386,0.004084967320261438,19.46732026143791,51.0,215
000083,1268,1255,0.9897476340694006,0.01025236593059937,18.73738170347003,52.0,301
000084,734,710,0.9673024523160763,0.0326975476839237,30.794277929155314,93.40000000000009,459
000085,1027,1007,0.9805258033106135,0.019474196689386564,22.89776046738072,71.0,281
000086,997,987,0.9899699097291875,0.010030090270812437,21.416248746238715,54.0,303
000087,1305,1305,1.0,0.0,17.909578544061304,42.0,114
000088,1176,1171,0.9957482993197279,0.004251700680272109,19.84608843537415,48.0,251
000089,633,599,0.9462875197472354,0.053712480252764615,34.12480252764613,144.0,382
000090,880,850,0.9659090909090909,0.03409090909090909,25.025,88.24999999999977,504
000091,1174,1172,0.9982964224872232,0.0017035775127768314,17.25383304940375,40.0,202
000092,1104,1095,0.9918478260869565,0.008152173913043478,20.207427536231883,49.69999999999982,261
000093,889,884,0.9943757030371203,0.00562429696287964,23.469066366704162,70.59999999999991,338
000094,686,652,0.9504373177842566,0.04956268221574344,33.47230320699708,124.5,264
000095,966,960,0.9937888198757764,0.006211180124223602,20.608695652173914,54.75,190
